ID,DATASET,curated_smiles,tSNE1,tSNE2
UNPD_subset_A_1050,UNPD-A,C=C1CC[C@@]2(OC1)O[C@H]1C[C@@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C,-63.07307,-50.784157
UNPD_subset_A_1051,UNPD-A,CC=CC=CC(=O)C1C[C@@](C)(O)[C@@]2(O)O[C@@]3(C)C(=O)C(C)C(=O)C(C(=O)CC/C=C/C)[C@H]3[C@]2(C)C1=O,-31.068026,-17.371613
UNPD_subset_A_1052,UNPD-A,CC1(C)CC[C@@]2(C(=O)O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6OC[C@H](O)[C@H](O)[C@@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@H]2C1,-83.61359,0.43908778
UNPD_subset_A_1053,UNPD-A,C/C(=C\Cc1oc(O)cc1C)CC[C@@H]1[C@@]2(C)CCC[C@@](C)(C(=O)O)[C@@H]2[C@@H](O)C[C@@]1(C)O,-45.047356,-37.223152
UNPD_subset_A_1054,UNPD-A,CO[C@H]1O[C@@H](O[C@@H]2OC=C[C@@]3(O)[C@H](O)[C@H](O)[C@@](C)(O)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,-32.099392,-31.322702
UNPD_subset_A_1055,UNPD-A,C[C@]12CCC[C@]3(CO3)[C@@H]1CCC(=O)C2,-22.592487,-8.141787
UNPD_subset_A_1056,UNPD-A,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)C5=CC[C@]43C)[C@@H]12,-68.65105,-19.716515
UNPD_subset_A_1057,UNPD-A,CC1=C(C=O)C(C)(C)[C@@H](O)[C@H](O)C1,-12.305423,4.889783
UNPD_subset_A_1058,UNPD-A,CC[C@](C)(N)C#N,3.1581285,-18.119446
UNPD_subset_A_1059,UNPD-A,CCC=CC(=CCC(=O)OC)C(C)=O,4.463674,-42.942924
UNPD_subset_A_1060,UNPD-A,COC[C@H]1O[C@@H](OC[C@H]2O[C@H](OC)[C@H](OC)[C@@H](OC)[C@H]2OC)[C@H](OC)[C@@H](OC)[C@H]1OC,-38.201267,-14.768191
UNPD_subset_A_1061,UNPD-A,CC=CC#CC#CC=CC=CCCC,-27.220816,-76.122696
UNPD_subset_A_1062,UNPD-A,C=C1C(=O)O[C@@H]2[C@H]3C(C)=C[C@H](O)C3=C(C)[C@@H](OC(C)=O)[C@H](OC(=O)[C@@]3(C)O[C@@H]3C)[C@@H]12,-49.251297,23.461212
UNPD_subset_A_1063,UNPD-A,CC=C(C)C(=O)O[C@H]1[C@H](O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,-77.9879,-7.9747515
UNPD_subset_A_1064,UNPD-A,C=C1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@]1(C)[C@@H](OC(C)=O)C[C@H](O)C(C)(C)[C@H]1[C@@H](O)[C@@H]3OC(C)=O,-51.090168,21.20369
UNPD_subset_A_1065,UNPD-A,COc1cc2cc3c(c(O)c2cc1O)COC3O,-26.499176,18.268806
UNPD_subset_A_1066,UNPD-A,Cc1c(O)oc2c1C[C@@H]1[C@@](C)(C2)C(=O)CC[C@@]1(C)O,-21.413113,35.14066
UNPD_subset_A_1067,UNPD-A,Oc1ccc([C@H]2c3c(O)c([C@@H]4c5ccc(O)cc5O[C@H](c5ccc(O)c(O)c5)[C@H]4O)c4c(c3O[C@H](c3ccc(O)c(O)c3)[C@H]2O)C[C@H](O)[C@@H](c2ccc(O)c(O)c2)O4)c(O)c1,31.06344,68.6851
UNPD_subset_A_1068,UNPD-A,CC1=C2CC(=O)C(C)C2C[C@H](C(C)(C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1,-45.556824,26.506582
UNPD_subset_A_1069,UNPD-A,COc1cc(=O)c2c(c1O)c(O)c1cc(C)oc3cc(O)oc2c31,38.68615,24.362934
UNPD_subset_A_1070,UNPD-A,CC1C(=O)CC(=O)C2[C@]1(C=O)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,-63.863598,1.9568089
UNPD_subset_A_1071,UNPD-A,CC1=C[C@]2(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC(C)(C)C(=O)C2[C@](C)(O)C12CC2,-11.968694,-20.334621
UNPD_subset_A_1072,UNPD-A,C[C@H]1OC(=O)[C@]23CC[C@H]4C(=C2CC(=O)C13)CC=C1C[C@@H](O)CC[C@@]14C,-18.093431,21.222357
UNPD_subset_A_1073,UNPD-A,O=c1cc(-c2ccccc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@](O)(CO)[C@H]3O)cc(O)c12,70.3609,10.87634
UNPD_subset_A_1074,UNPD-A,C=C1CC[C@H]2C(C)(C)[C@@H](C)CC[C@]2(C)[C@H]1CC=C(C)CC(=O)O,-32.807796,-13.128725
UNPD_subset_A_1075,UNPD-A,COc1cc(O)c2c(c1)C(=O)c1c(O)cc(C)cc1C2=O,-0.51692337,45.686783
UNPD_subset_A_1076,UNPD-A,CCCCC[C@@H]1C[C@H](O)CC(=O)O[C@H](CCCCC)C[C@H](O)CC(=O)O1,-13.175815,-14.551998
UNPD_subset_A_1077,UNPD-A,CC/C=C\CCO[C@@H]1O[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-19.795168,-35.91547
UNPD_subset_A_1078,UNPD-A,C=c1cc2ccc(=c3cc(O)c4cc(=C)c(OC(C)=O)c(O)c4c3O)c(O)c2c(O)c1OC(C)=O,-6.6019883,40.975037
UNPD_subset_A_1079,UNPD-A,COc1ccc2c3c(cc(OC)c2c1)C=CC(C)C(=O)O3,22.691809,24.391603
UNPD_subset_A_1080,UNPD-A,COc1cc(C=CC(=O)N2CCCCC2)ccc1O,37.375866,-8.838133
UNPD_subset_A_1081,UNPD-A,C/C=C1\CN2[C@H]3C[C@@H]1[C@@H](COC)[C@@H]2Cc1c3[nH]c2ccccc12,16.756487,5.465381
UNPD_subset_A_1082,UNPD-A,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C(=O)N1CCc2cc4c(c5c2[C@@H]1Cc1ccc2c(c1-5)OCO2)OCO4)CC3,-8.7338295,63.05623
UNPD_subset_A_1083,UNPD-A,CCCCC=CCC(=O)CCc1ccc(O)c(CO)c1,11.436223,-73.93988
UNPD_subset_A_1084,UNPD-A,CC1C(=O)CC[C@H]2[C@]3(C=O)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@]12C,-64.07496,2.2725623
UNPD_subset_A_1085,UNPD-A,Cc1c[nH]c2ccc3c(nc(=N)n3C)c2n1,-67.44139,0.11806724
UNPD_subset_A_1086,UNPD-A,C/C=C/C#CC#CC#C/C=C/[C@@H]1CO1,-25.252804,-71.18492
UNPD_subset_A_1087,UNPD-A,CC(=O)O[C@H]1C[C@@H]2[C@@](C)(CO)CCC[C@@]2(C)[C@@H]2CC[C@]3(C)C=C[C@]12[C@H]3O,-2.8058405,-14.347843
UNPD_subset_A_1088,UNPD-A,CC1C(=O)O[C@@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4C=CC5C(=O)CCC(=O)[C@]5(C)[C@H]4CC[C@]23C)CC1C=O,-10.662175,-9.812843
UNPD_subset_A_1089,UNPD-A,COc1cc(-c2oc3cc(O[C@@H]4[C@@H](O)[C@H](O)[C@@H](C)O[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O,62.431282,22.933975
UNPD_subset_A_1090,UNPD-A,C[C@]1(O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)C=Cc3ccc(O)c(O)c3)[C@@H]21,52.328053,-32.329453
UNPD_subset_A_1091,UNPD-A,CC(=O)O[C@@H]1O[C@@H](OC(C)=O)[C@H]2[C@@H](OC(=O)C=C(C)C)C[C@@H]3C(C)(C)[C@@H]4C[C@]23C1=C[C@@H]4OC(=O)C=C(C)C,10.298664,-8.327515
UNPD_subset_A_1092,UNPD-A,CC(=O)O[C@H]1[C@@H]2[C@@H](O)[C@@]3(OC2(C)C)[C@@](C)([C@@H](OC(C)=O)CC[C@]3(C)O)[C@H]1OC(=O)c1ccccc1,31.800358,-17.962164
UNPD_subset_A_1093,UNPD-A,C=C[C@@]1(C)C(=O)C=C2C(=CC[C@@H]3C(C)(C)[C@@H](O)[C@H](O)C[C@@]23C)[C@H]1O,-4.7352276,3.7562375
UNPD_subset_A_1094,UNPD-A,COc1cc(OC)c2c(c1)C(=O)c1cc(C)cc(OC)c1C2=O,-0.07485174,44.0415
UNPD_subset_A_1095,UNPD-A,C=c1cc2c(O)cc(OC)c(O)c2c(O)c1=CC(C)=O,33.398518,-1.6809381
UNPD_subset_A_1096,UNPD-A,C[C@@H]1CC[C@@H](O)C(C)(C)O[C@@H]2C[C@@]3(C(=O)O)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]3(C)[C@@H]12,-27.697945,-20.699774
UNPD_subset_A_1097,UNPD-A,OCC=CC#CC#CCCCO,-17.34924,-73.34806
UNPD_subset_A_1098,UNPD-A,C=C(C)[C@@H]1Cc2c(cc(O)c3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1,46.659996,21.994524
UNPD_subset_A_1099,UNPD-A,CCCCCCCCCCCCCCC(C)(C)C,-20.349323,-44.135437
UNPD_subset_A_1100,UNPD-A,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=C[C@H](O)[C@]89C(=O)O[C@@](C)([C@H]%10CCC(C)(C)O%10)[C@@]8(O)CC[C@@]9(C)[C@H]7CC[C@H]6C5(C)C)OC[C@@H](O)[C@@H]4O)O[C@@H]3C)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O,-29.313837,-8.563222
UNPD_subset_A_1101,UNPD-A,NC(=O)NC(=O)c1c[nH]c2ccccc12,20.569206,-24.939173
UNPD_subset_A_1102,UNPD-A,C=C(C)[C@@H]1CCC(=C)[C@H]2C1=CC(C)C(=O)[C@@]1(O)C=C(C)C(=O)C21,-9.994043,-8.719511
UNPD_subset_A_1103,UNPD-A,O=C1C=CC(=O)C(O)=C1,-11.074252,45.14573
UNPD_subset_A_1104,UNPD-A,CO[C@@]12[C@@H]3CC(=O)N4c5ccccc5[C@@]5(CCN6CC(=CCO3)[C@@H]1C[C@H]65)[C@@H]42,-38.440994,61.10829
UNPD_subset_A_1105,UNPD-A,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)[C@H](CO)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-70.90734,-16.754065
UNPD_subset_A_1106,UNPD-A,CC1(C)CC[C@]2(C(=O)O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,-76.21921,-3.1105113
UNPD_subset_A_1107,UNPD-A,COc1cc(C=CC(=O)[C@]2(Oc3cc(-c4cc(=O)c5c(O)cc(O[C@H]6OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)cc5o4)ccc3O[C@H]3OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O,83.72557,10.327507
UNPD_subset_A_1108,UNPD-A,C=C1CC[C@@H]2[C@](C)(CCC[C@]2(C)C(=O)OC)[C@H]1CC(=O)c1ccoc1,-26.751081,-52.043945
UNPD_subset_A_1109,UNPD-A,COc1ccc(/C=C/CCOC(C)=O)cc1OC,44.552265,-19.164349
UNPD_subset_A_1110,UNPD-A,CC#CC#C/C=C1/C=CC(=O)O1,-27.220722,-70.86255
UNPD_subset_A_1111,UNPD-A,C=C(C)C=Cc1c(OC)cc2c(O)c3cc(C)cc(O)c3c(O)c2c1O,6.5869374,18.547916
UNPD_subset_A_1112,UNPD-A,C=C1C(=O)OC2=CC(CO)=C3CC(=O)[C@@](C)(CC(C(=O)C(C)=CC)[C@@H]12)O3,-6.873437,-1.0385295
UNPD_subset_A_1113,UNPD-A,COc1ccc([C@@H]2C[C@@H](OC(C)=O)C[C@H]3CCCCN32)cc1O,-22.214212,21.225075
UNPD_subset_A_1114,UNPD-A,CC1=CC(=O)O[C@@H]2CCN3CC[C@H](COC(=O)[C@](C)(O)[C@H](C)C1)[C@@H]23,-24.125658,-11.908782
UNPD_subset_A_1115,UNPD-A,CC[C@]12CCCN3CC[C@]4(O)c5ccccc5N(C(=O)CC1)[C@@]324,-26.496979,2.1438768
UNPD_subset_A_1116,UNPD-A,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc(O)c1OC,80.192696,18.528324
UNPD_subset_A_1117,UNPD-A,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-1.9447184,-61.40806
UNPD_subset_A_1118,UNPD-A,C=C1C[C@@H](OC(C)=O)[C@H](OC(=O)c2cccnc2)C(C)(C)C=CC(C)C(=O)[C@@]2(O)C[C@@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@@H]1OC(C)=O,29.7567,-12.154834
UNPD_subset_A_1119,UNPD-A,CCc1cncc(C(C)=O)n1,11.624967,13.767701
UNPD_subset_A_1120,UNPD-A,CC1C(=O)O[C@H]2C[C@]3(C)O[C@@H]3[C@H](O)[C@H](O)c3cc(oc3O)[C@H]12,3.499455,8.726817
UNPD_subset_A_1121,UNPD-A,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(C(=O)OC)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-69.16583,-16.514957
UNPD_subset_A_1122,UNPD-A,CO[C@H]1C[C@H](O[C@@H]2CC3=CC[C@@H]4[C@H](CC[C@@]56CO[C@@]7(C)OC[C@@H](O[C@]45O)[C@H]76)[C@@]3(C)C[C@H]2O)O[C@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@H](O[C@H]2C[C@H](OC)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@H](C)O1,-42.05955,49.98004
UNPD_subset_A_1123,UNPD-A,COC(=O)c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]1O,32.418674,12.795608
UNPD_subset_A_1124,UNPD-A,CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1,18.89719,-13.890969
UNPD_subset_A_1125,UNPD-A,C=C1C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)C2=C[C@@H](O)[C@@H]1C3,-14.131819,7.907539
UNPD_subset_A_1126,UNPD-A,C=C(C)[C@@H]1CC[C@@]2(OO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-68.42181,-16.189285
UNPD_subset_A_1127,UNPD-A,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3)oc2c1,66.36471,23.56195
UNPD_subset_A_1128,UNPD-A,C=CC[C@@]12C=C(OC)C(=O)C(C1=O)[C@H](c1ccc(O)c(OC)c1)[C@H]2C,14.360007,18.287886
UNPD_subset_A_1129,UNPD-A,COc1cc(-c2cc(=O)c3c(OC)c(OC)ccc3o2)cc(OC)c1OC,77.748215,20.924747
UNPD_subset_A_1130,UNPD-A,C/C=C/c1ccc2oc(-c3ccc(O)cc3)c(C)c2c1,55.54711,6.756054
UNPD_subset_A_1131,UNPD-A,CC1(C)C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@](C)(O)C3,-33.213158,-26.586441
UNPD_subset_A_1132,UNPD-A,C=C1[C@@H]2[C@H]3OC(=O)C(C)[C@@H]3[C@@H](OC(C)=O)CC(=C)[C@@H]2C[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,-49.085506,1.2969149
UNPD_subset_A_1133,UNPD-A,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c1ccc1c(C(=O)O)cc3c(c12)OCO3,50.01594,1.1339647
UNPD_subset_A_1134,UNPD-A,C=C1CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@H]1O[C@H]1[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@]14C,-18.552538,7.4960766
UNPD_subset_A_1135,UNPD-A,COc1ccc(C(=O)C[C@H]2CCCN2)cc1OC,28.477682,-0.98200583
UNPD_subset_A_1136,UNPD-A,C=C(C=O)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-67.728455,-14.28491
UNPD_subset_A_1137,UNPD-A,CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)[C@]1(O)C(=O)N[C@]2(CCO)O[C@H]12)C(=O)OC,-3.615713,-32.296516
UNPD_subset_A_1138,UNPD-A,COc1c2ccccc2c(OC)c2[nH]c(=O)ccc12,6.2365246,11.147626
UNPD_subset_A_1139,UNPD-A,CC1(C)CC(=O)c2cc(CO)ccc2O1,-0.21580397,16.887793
UNPD_subset_A_1140,UNPD-A,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3OC[C@](O)(CO)[C@H]3O[C@@H]3OC[C@](O)(CO)[C@H]3O)cc(O)c12,70.51207,10.856478
UNPD_subset_A_1141,UNPD-A,CC(=O)O[C@@H]1[C@@H](O[C@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@@]45O)[C@@]3(C)CC2)O[C@@H](C)[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,-42.328835,-21.268448
UNPD_subset_A_1142,UNPD-A,COc1cc(OC)c2c(=O)cc(C)oc2c1CC=C(C)C,44.22025,23.407524
UNPD_subset_A_1143,UNPD-A,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)C=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C(C)[C@@H]1C[C@H]3OC(O)C(=O)[C@@H]24,7.2748423,-3.375233
UNPD_subset_A_1144,UNPD-A,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,64.643005,18.247963
UNPD_subset_A_1145,UNPD-A,Cc1ccc2c(c1)C(C)(C)CCC[C@@H]2C,5.6382256,21.976618
UNPD_subset_A_1146,UNPD-A,CC=C(C)C(=O)O[C@H]1[C@H](OC(=O)C(C)=CC)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,-77.99559,-7.953416
UNPD_subset_A_1147,UNPD-A,Cn1cc(Br)cc1C(=O)NC[C@H]1[C@H](CNC(=O)c2ccc(Br)n2C)Cc2[nH]c(=N)[nH]c2[C@@H]1c1c[nH]c(=N)[nH]1,-24.605844,26.329866
UNPD_subset_A_1148,UNPD-A,Cc1cc2c(cc1O)[C@H](C)[C@@H]1Oc3cc(C)c(O)cc3[C@]1(CO)O2,12.524874,26.363594
UNPD_subset_A_1149,UNPD-A,CC[C@@]12CCCN3C(=O)C(=O)C4c5ccccc5N(C(=O)CC1)[C@]432,-12.33367,-8.970958
UNPD_subset_A_1150,UNPD-A,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)O1,-37.795288,-19.171131
UNPD_subset_A_1151,UNPD-A,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)O[C@@H]4CO)[C@@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-39.28913,-33.03203
UNPD_subset_A_1152,UNPD-A,O=C1C[C@@H]2OCC=C3CN4C(=O)C[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@]46O,-39.23728,62.70806
UNPD_subset_A_1153,UNPD-A,C[C@]1(O)CC(=O)c2c(cc3ccc(-c4c5c(c(O)c6c(O)cccc46)C(=O)C[C@@](C)(O)C5)c(O)c3c2O)C1,14.117803,37.679737
UNPD_subset_A_1154,UNPD-A,C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)C[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,-61.903996,-49.89417
UNPD_subset_A_1155,UNPD-A,OC[C@H]1O[C@@H](O)[C@H](O[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,-38.19822,-25.600103
UNPD_subset_A_1156,UNPD-A,C=CCc1cc2c(c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1)OCO2,44.58232,-26.546762
UNPD_subset_A_1157,UNPD-A,CC(/C=C/C[C@](C)(O)/C=C/Cc1ccoc1)=C\CCc1ccoc1,22.598602,-50.989925
UNPD_subset_A_1158,UNPD-A,CC=C(C)C(=O)OC1=CC(C(=O)OC)[C@H](CCc2ccoc2)[C@@]2(C)CCCC(C)(C)[C@H]12,-15.715448,-41.284554
UNPD_subset_A_1159,UNPD-A,CCc1oc(=O)c(Cc2c(OC(C)=O)c(C)c(C)oc2=O)c(OC(C)=O)c1C,27.4838,31.489964
UNPD_subset_A_1160,UNPD-A,CC/C=C\C[C@H]1CC(=O)C[C@H]1CC(=O)O,-2.2672222,-63.82555
UNPD_subset_A_1161,UNPD-A,Cc1oc2nc1C(=O)NCc1nc(cs1)C(=O)NC(CC[S@@+](C)[O-])c1nc(cs1)C(=O)NC2C,-14.404905,-19.09904
UNPD_subset_A_1162,UNPD-A,O=Cc1cccc2c(=O)n3c(cc12)-c1cc(O)c(O)cc1CC3,-16.322033,59.897465
UNPD_subset_A_1163,UNPD-A,Cc1nc(/C=C(\CO)[C@@H]2C[C@@H]3O[C@@H]3CCC[C@H](C)[C@H](O)C(C)C(=O)C(C)(C)[C@@H](O)CC(=O)O2)cs1,-21.022419,5.7188597
UNPD_subset_A_1164,UNPD-A,O[C@@H]1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(c5nccc6c5[nH]c5ccccc56)[C@@H]1CC4)[C@H]23,-24.008326,58.199085
UNPD_subset_A_1165,UNPD-A,CC(=CC(=O)O)CC[C@@H]1[C@@](C)(O)[C@H](O)C[C@@H]2C(C)(C)CCC[C@]21C,-20.23481,-23.836859
UNPD_subset_A_1166,UNPD-A,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,-59.87155,-48.603947
UNPD_subset_A_1167,UNPD-A,CCCCCCCC(=O)O[C@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,65.11766,-12.60362
UNPD_subset_A_1168,UNPD-A,O=C(O)C=C1C=C(C(=O)O)C(C(=O)O)C(c2ccc(O)c(O)c2)[C@]1(O)CC(=O)O,26.239138,10.376507
UNPD_subset_A_1169,UNPD-A,CC(C)=CCc1cc(Cc2oc(O)c(-c3cc4c(cc3O)OC(C)(C)C=C4)c2O)ccc1O,39.13508,33.02699
UNPD_subset_A_1170,UNPD-A,CC1(C)C=Cc2cc3c(=O)c4c(O)cc5c(c4oc3c(O)c2O1)OC(C)(C)C=C5,39.86423,35.690342
UNPD_subset_A_1171,UNPD-A,CC=C(C)C(=O)OC[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@]1(CO1)C3,-53.990147,-8.242276
UNPD_subset_A_1172,UNPD-A,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,-80.99848,1.8424629
UNPD_subset_A_1173,UNPD-A,C=C1CC=CC(COC(C)=O)C(=O)C[C@@H]2[C@H]1C[C@@]2(C)COC(C)=O,-9.736585,-41.358868
UNPD_subset_A_1174,UNPD-A,COc1cc(OC(C)=O)c(OC(C)=O)cc1-c1coc2cc(OC(C)=O)ccc2c1=O,49.72539,19.52044
UNPD_subset_A_1175,UNPD-A,COc1ccc(-c2cc3cc4c(cc3o2)OCO4)c(OC)c1,62.773094,8.210191
UNPD_subset_A_1176,UNPD-A,CC=C(C)C(=O)O[C@H]1CC[C@H](C)[C@@]2(C)CC(=C(C)C)C(=O)C[C@@H]12,-17.057888,17.595726
UNPD_subset_A_1177,UNPD-A,CC1(C)C=Cc2cc3c(=O)c(-c4ccc(O)cc4O)coc3cc2O1,48.828598,20.841959
