ID,DATASET,curated_smiles,tSNE1,tSNE2
UNPD_subset_A_11719,UNPD-A,COc1cc2c(cc1O)CC[C@@H](c1ccc(O)cc1)O2,38.530087,53.648796
UNPD_subset_A_11720,UNPD-A,COc1cc2c3c(c1OC)-c1cc(O)ccc1C[C@@H]3N(C)CC2,-8.319505,66.40292
UNPD_subset_A_11721,UNPD-A,O=C1CC2C(CC(=O)[C@@H]2c2ccc(O)cc2)C1c1ccc(O)cc1,1.1557438,6.044948
UNPD_subset_A_11722,UNPD-A,CC(=CC(=O)Cl)C(=O)Cl,-23.88713,22.547243
UNPD_subset_A_11723,UNPD-A,COc1cc2cc(c1Cl)NC(=O)C[C@H](O)/C(C)=C/[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,-13.005802,37.082294
UNPD_subset_A_11724,UNPD-A,C[C@H]1CC(=O)O[C@@]12C[C@@H]1[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]1(C)O2,-52.699707,-14.891976
UNPD_subset_A_11725,UNPD-A,COc1cc(O)c2c(c1O)C[C@]1(C)O[C@@H]1[C@@H](O)C[C@@]1(C)OC1C2=O,-2.669045,15.098707
UNPD_subset_A_11726,UNPD-A,C=C[C@@]1(C)C=C2CC[C@H]3C(C)(C)C(=O)C[C@@H](O)[C@@]3(C)[C@H]2C[C@H]1O,-2.5663388,4.077351
UNPD_subset_A_11727,UNPD-A,C/C=C/[C@H]1O[C@H]2C[C@@H](C)OC(=O)C2[C@@H](O)[C@@H]1O,-28.19712,15.768449
UNPD_subset_A_11728,UNPD-A,COc1ccc(/C=C2\Oc3cc(O)cc(O)c3OC2=O)cc1,8.463972,8.88179
UNPD_subset_A_11729,UNPD-A,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1OC,64.04882,38.399113
UNPD_subset_A_11730,UNPD-A,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@H]5CC(C)(C)[C@@H]6C[C@]5(C(=O)O6)[C@H](OC(C)=O)C[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,-73.39079,-7.177114
UNPD_subset_A_11731,UNPD-A,COc1c(C)c(-c2c(C)c(OC)c3c(c2OC)OCO3)c(OC)c2c1OCO2,-6.1741996,58.981995
UNPD_subset_A_11732,UNPD-A,C=C1C(=O)O[C@H]2C[C@@](C)(O)[C@@H](Cl)CC/C(C)=C/CC/C(C)=C/C[C@H]12,-37.607906,33.845528
UNPD_subset_A_11733,UNPD-A,COC(=O)C1[C@H](c2ccc(O)c(O)c2)C(C(=O)OC)[C@@H]1c1ccc(O)c(O)c1,7.097357,2.5217016
UNPD_subset_A_11734,UNPD-A,COc1cc(-c2oc3c(ccc4occc43)c(=O)c2OC)cc(OC)c1OC,74.97995,36.368595
UNPD_subset_A_11735,UNPD-A,CC1(C)CC=c2c(cc(=O)c3c(O)c4ccc(=O)c(O)c4oc23)O1,-21.29646,45.54684
UNPD_subset_A_11736,UNPD-A,C=C1C(=O)O[C@@H]2C=C(C)[C@@]3(CCC[C@@H]3C)C[C@H]12,-37.131226,0.7206181
UNPD_subset_A_11737,UNPD-A,COc1cc(O)c2c(c1)OC[C@H]1c3ccc(O)cc3O[C@@H]21,32.503544,39.353386
UNPD_subset_A_11738,UNPD-A,COC(=O)C=CC1CC2=CC[C@]3(C)C(=O)CC[C@@]3(C)[C@@H]2CC[C@H]1C(C)(C)O,-5.9910626,-10.969677
UNPD_subset_A_11739,UNPD-A,Oc1cc(O)c(Oc2cc(O)c(Oc3cc(O)c(O)c(O)c3Oc3cc(O)c(O)c(Oc4cc(O)c(O)c(O)c4)c3)c(O)c2)c(O)c1,21.659462,77.62984
UNPD_subset_A_11740,UNPD-A,C[C@H]1C[C@@]12C(=O)C(=O)C1C(C(OC=O)C(=O)C3C(C)(C)CCC[C@]13C)C2O,-35.47009,1.5091989
UNPD_subset_A_11741,UNPD-A,C/C1=C\[C@H]2OC(=O)C(C)[C@@H]2[C@@H](O)C[C@@]2(CCC3=C(CC/C(C)=C/[C@H]4OC(=O)C(C)[C@@H]4[C@@H](O)C3)O2)C(=O)CC1,-44.84151,39.538643
UNPD_subset_A_11742,UNPD-A,COc1ccc(C(=O)O)cc1OC(C)=O,23.404667,19.106602
UNPD_subset_A_11743,UNPD-A,COC(=O)c1c(OC)c(=O)c2ccc(O)c(OC)c2n1C,42.630478,44.53931
UNPD_subset_A_11744,UNPD-A,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3[C@@H](OC(C)=O)[C@@H](O)[C@H](OC(C)=O)[C@@]3(C)C[C@H]12,-50.53237,14.372688
UNPD_subset_A_11745,UNPD-A,CC1=C(C=Cc2coc(O)c2)[C@@]2(C)CCCC(C)(C)C2C(=O)C1,-38.94743,-4.927016
UNPD_subset_A_11746,UNPD-A,CC1=C[C@H]2C(=C(C)C)C[C@@H](O)[C@H](C)[C@H]2CC1,-5.7321343,2.4598722
UNPD_subset_A_11747,UNPD-A,CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)C(c5coc(O)c5)=CC[C@]43O)C2)[C@@H]1O,-51.22666,24.967022
UNPD_subset_A_11748,UNPD-A,CC1(C)C=Cc2cc(C=O)ccc2O1,38.269016,33.006554
UNPD_subset_A_11749,UNPD-A,C=C1C[C@]23CC[C@@]1(O)C[C@H]2[C@]1(C=O)CCC[C@@](C)(C(=O)O)[C@H]1C3C(=O)O,-55.853584,8.816077
UNPD_subset_A_11750,UNPD-A,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3c(-c3c(OC)cc(OC)c4c(O)c5c(cc34)O[C@@](C)(O)CC5=O)c2c1,40.88457,25.601503
UNPD_subset_A_11751,UNPD-A,COc1cc(OC)c2c(c1)O[C@@H]1c3cc(OC)c(OC)cc3COC1C2=O,33.227966,19.485731
UNPD_subset_A_11752,UNPD-A,O=C1CCCCCNC(=O)CCCCCNC(=O)CCCCCN1,-32.66419,32.421913
UNPD_subset_A_11753,UNPD-A,COc1cc(-c2cc3ccc(O)cc3oc2=O)c(O)cc1O,58.47524,4.768891
UNPD_subset_A_11754,UNPD-A,C=C1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@@]1(C)[C@H]([C@@H](O)C3)C(C)(C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1O,-51.264626,19.5089
UNPD_subset_A_11755,UNPD-A,CC1(C)CC(=O)C2=C(C[C@@H]3C[C@H](C(C)(C)O)O[C@H]3[C@H]2O)O1,-0.5795235,16.716566
UNPD_subset_A_11756,UNPD-A,C=C[C@]1(C)CC[C@@H]2O[C@@H](c3ccc(O)cc3)[C@H]1C2(C)C,1.0676199,5.757942
UNPD_subset_A_11757,UNPD-A,CC(=O)OC1C[C@H]2[C@@H](OC(C)=O)/C=C3\C[C@](C)(C(=O)C(=O)C(C1C)C2(C)C)[C@@H](OC(C)=O)C[C@@H]3O,-16.449055,36.379772
UNPD_subset_A_11758,UNPD-A,COc1cc(C2COc3cc(O)c(C)c(O)c3C2=O)c(O)cc1O,29.580732,35.266113
UNPD_subset_A_11759,UNPD-A,CC1(C)CC[C@]2(O)C(=O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,-75.96194,2.8277087
UNPD_subset_A_11760,UNPD-A,C=C(C)[C@@H]1CC[C@]2(C=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-68.85064,-15.160036
UNPD_subset_A_11761,UNPD-A,C=C(C)[C@H]1CC(=O)[C@]2(C)O[C@@H]2C1,-12.5862,-3.5806527
UNPD_subset_A_11762,UNPD-A,C=C1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@@]1(C)[C@H]([C@@H](O)C3)C(C)(C)[C@@H](OC(C)=O)C[C@@H]1O,-51.262047,19.521463
UNPD_subset_A_11763,UNPD-A,C[C@@H]1CCC/C=C/CCC(=O)C[C@@H](O)C/C=C/C=C/[C@H](O)C=CC=CCC(=O)O1,-52.00839,1.2032334
UNPD_subset_A_11764,UNPD-A,CC1(C)C[C@@H](O)[C@@]2(C(=O)O)CCC3=C(CC[C@@H]4[C@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]34C)[C@H]2C1,-19.038195,20.8706
UNPD_subset_A_11765,UNPD-A,CC1=CCCC2C(=O)O[C@H]3[C@@H]2C(C1=O)[C@@H]1C[C@@]13C,-12.769059,22.60648
UNPD_subset_A_11766,UNPD-A,C[C@H]1Cc2oc3cc(O)c(O)cc3c(=O)c2[C@H](O)O1,51.304417,35.06699
UNPD_subset_A_11767,UNPD-A,COc1cc(OC)cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)c1,25.03161,52.99155
UNPD_subset_A_11768,UNPD-A,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,-76.82768,10.250521
UNPD_subset_A_11769,UNPD-A,C/C1=C\CCC(C)C=c2oc(O)c(C)c2=CC[C@@]2(C)O[C@@H]2CC1,-32.827545,41.604103
UNPD_subset_A_11770,UNPD-A,COc1ccc(-c2oc3cc(OC)c(OC)c(OC(C)=O)c3c(=O)c2OC)cc1OC(C)=O,75.51905,19.03893
UNPD_subset_A_11771,UNPD-A,Cc1cc(O)cc2c1C(=O)[C@](C)(O)O2,-1.998504,-19.056625
UNPD_subset_A_11772,UNPD-A,C[C@H]1C[C@@]2(O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2N1,-15.988003,-12.976117
UNPD_subset_A_11773,UNPD-A,COc1c(OC(C)=O)cc([C@H]2Oc3cc(OC(C)=O)cc(OC(C)=O)c3[C@@H](c3c(OC(C)=O)cc(OC(C)=O)c4c3O[C@H](c3cc(OC(C)=O)c(OC)c(OC(C)=O)c3)[C@@H](OC(C)=O)C4)[C@@H]2OC(C)=O)cc1OC(C)=O,24.120905,59.29401
UNPD_subset_A_11774,UNPD-A,CC(C)(O)[C@@H]1CO[C@@](C)([C@H]2CC[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)C1,-25.790443,-26.378302
UNPD_subset_A_11775,UNPD-A,CC1(C)c2ccccc2[C@@H]2[C@@H](O)c3cc(O)cc(O)c3C[C@@H]21,3.4645214,7.49927
UNPD_subset_A_11776,UNPD-A,COC(=O)c1cc(O)cc(OC)c1Oc1cc(C)c(Cl)c(O)c1C(=O)OC,35.108833,16.517433
UNPD_subset_A_11777,UNPD-A,CC(=O)Oc1c(-c2ccc(O)cc2)c(O)c2oc3cc(O)c(O)cc3c2c1OC(C)=O,27.054056,33.929237
UNPD_subset_A_11778,UNPD-A,C[C@@H]1C/C=C/CC=CCC(=O)Cc2cc(O)cc(O)c2C(=O)O1,-19.209137,39.70226
UNPD_subset_A_11779,UNPD-A,CC1=CC(C)C(=O)O[C@@H]1C,-18.163795,19.073915
UNPD_subset_A_11780,UNPD-A,CC1=C2Cc3cc(ccc3O)C(=O)OC(C)(C)[C@@H](O)CC[C@](C)(O)[C@H](Br)CC[C@]2(C)[C@@H](Br)CC1,-10.334759,22.465704
UNPD_subset_A_11781,UNPD-A,CC1=C2C[C@@H](C)CC[C@H]2[C@H](C(C)(C)O)CC1,-31.885923,5.932817
UNPD_subset_A_11782,UNPD-A,CC=CC(=O)O[C@@H]1C[C@@H](C)OC(=O)C2O[C@H]2/C=C/[C@H]1O,-25.0748,-1.2457776
UNPD_subset_A_11783,UNPD-A,COc1cc(-c2oc3cc(OC)c(C)c(O)c3c(=O)c2OC)ccc1O,62.42746,28.177351
UNPD_subset_A_11784,UNPD-A,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]4c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,35.46778,70.60356
UNPD_subset_A_11785,UNPD-A,COc1cc2c(cc1C)C(=O)CC[C@@H]2C,-18.378294,8.498735
UNPD_subset_A_11786,UNPD-A,CC(C)(C)c1cccc(C(C)(C)C)c1,8.966865,-21.069563
UNPD_subset_A_11787,UNPD-A,COc1cc2c(c(O)c1OC)C=NCC2,-23.893751,54.55553
UNPD_subset_A_11788,UNPD-A,COc1c(O)cc2c(c1OC)-c1ccc(=O)c(O)cc1C(NC(C)=O)CC2,-0.88450736,70.99912
UNPD_subset_A_11789,UNPD-A,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,81.05486,11.216966
UNPD_subset_A_11790,UNPD-A,COc1c(O)c([C@@]23CCN(C)[C@@H]4CCC(=O)N(c5c(O)cccc52)[C@]43O)cc2c1N(C)[C@H]1C=C[C@@]34CCCN5CC[C@@]21[C@]53OC(=O)C4,29.242746,19.088318
UNPD_subset_A_11791,UNPD-A,CC(=O)/C=C/[C@@]1(O)C(C)(C)C[C@H](O)C[C@@]1(C)O,-7.529566,-13.877068
UNPD_subset_A_11792,UNPD-A,C[C@@H]1O[C@@H](O[C@@H]2CO[C@@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](C4)C[C@H](O)[C@@H]4[C@@H]5CC[C@]5(C)C(c6coc(O)c6)[C@H](O)[C@@H](O)[C@]45O)O[C@@H]3C)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,-74.883156,31.443882
UNPD_subset_A_11793,UNPD-A,COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(O)cc(C)c(-c3c(C)cc(O)c4c3O[C@@]3(C(=O)OC)C(C(=O)CC[C@@H]3O)C4=O)c2O1,5.7684894,25.289476
UNPD_subset_A_11794,UNPD-A,COC(=O)[C@@]1(C)[C@@H](OC(C)=O)CC[C@]2(C(=O)O)[C@H]3Cc4occc4[C@H](C)[C@@H]3CC[C@@H]12,-27.139494,50.216625
UNPD_subset_A_11795,UNPD-A,CC(C)=C1C=C2[C@@H](C)CCC[C@]2(C)CC1,-11.615723,5.312907
UNPD_subset_A_11796,UNPD-A,C[C@@H]1[C@@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@@]43C)[C@@H]12,-67.81629,6.037903
UNPD_subset_A_11797,UNPD-A,CC(=O)/C=C/[C@]1(O)[C@@H](C)[C@H](O)[C@@H](O)CC1(C)C,-6.816013,-12.854197
UNPD_subset_A_11798,UNPD-A,COC1=C(C)C(=O)c2ccc(O)c(O)c2C1=O,-3.079518,48.823967
UNPD_subset_A_11799,UNPD-A,CC(=O)O[C@@H]1C[C@]23CN=C(C)C2CC[C@H]3[C@@H]2CC=C3CC(=O)C=C[C@]3(C)[C@H]21,-14.574269,26.518715
UNPD_subset_A_11800,UNPD-A,COc1cc(O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,51.070297,42.567005
UNPD_subset_A_11801,UNPD-A,CN=c1[nH]c(=O)c2[nH]cnc2[nH]1,-58.390522,-19.93686
UNPD_subset_A_11802,UNPD-A,C=C(C)c1cc(O)cc2c(O)c(O)c(C)cc12,-9.980741,48.350708
UNPD_subset_A_11803,UNPD-A,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4,35.171448,70.50072
UNPD_subset_A_11804,UNPD-A,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1,-32.755398,32.428932
UNPD_subset_A_11805,UNPD-A,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)CN3CCC[C@H]3C2)cc1OC,-22.925898,31.03668
UNPD_subset_A_11806,UNPD-A,C=C1CCC[C@@H]2CC[C@@H](C(C)(C)O)C[C@]12C,7.8498006,-14.29516
UNPD_subset_A_11807,UNPD-A,CC(=O)O[C@@H]1C=C(C)[C@H]2[C@@H]3OC(=O)[C@@](C)(OC(C)=O)[C@@H]3[C@@H](OC(=O)C=C(C)C)C[C@](C)(OC(C)=O)[C@H]21,-26.335602,-21.959211
UNPD_subset_A_11808,UNPD-A,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)C(O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,-27.187237,37.39505
UNPD_subset_A_11809,UNPD-A,C=C(C)[C@H]1COc2c(c(OC)cc3ccc(=O)oc23)O1,63.27773,-8.285722
UNPD_subset_A_11810,UNPD-A,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,-34.363308,51.480103
UNPD_subset_A_11811,UNPD-A,Cc1cc(O)c(C)c(O)c1C,16.497036,24.497723
UNPD_subset_A_11812,UNPD-A,COc1ccc2c(c1)[nH]c1c(-c3ccnc4ccccc34)[nH]c(=O)cc12,2.415852,28.86141
UNPD_subset_A_11813,UNPD-A,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccoc2)C[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@@H](OC(=O)c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3O,32.182186,-18.46927
UNPD_subset_A_11814,UNPD-A,CC1(C)CCC[C@]2(C)[C@H]3CC[C@H]4[C@@](C)(CC[C@H]5C(C)(C)C(=O)CC[C@@]54C)C[C@@H]3CC[C@@H]12,-56.791023,-11.031796
UNPD_subset_A_11815,UNPD-A,COc1cc2c(O)c3c(c(O)c2cc1OC)C(=O)C(C(=O)O)=C(C)C3=O,18.149897,64.83969
UNPD_subset_A_11816,UNPD-A,COc1c(O)c(-c2c(O)c(OC)c(OC)c3c2cc(OC)c2cc(O)ccc23)c2cc(OC)c3cc(O)ccc3c2c1OC,16.98435,54.664776
UNPD_subset_A_11817,UNPD-A,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)[C@H]3C[C@@H]12,23.112738,13.476238
UNPD_subset_A_11818,UNPD-A,CC1C(=O)O[C@@H]2[C@H]1CC[C@@](C)(O)[C@]1(O)CC[C@H](O)[C@@]21C,-22.940083,-40.602947
UNPD_subset_A_11819,UNPD-A,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O,53.751125,17.959116
UNPD_subset_A_11820,UNPD-A,CC1=CC(=O)C[C@@H](c2ccc(O)cc2)O1,48.278027,52.663837
UNPD_subset_A_11821,UNPD-A,COC(=O)c1nccc2c1[nH]c1cc(OC)ccc12,20.00831,17.952639
UNPD_subset_A_11822,UNPD-A,O=S(=O)(O)OC(=Cc1ccc(O)c(Br)c1)C(=Cc1cc(O)c(O)c(Br)c1)OS(=O)(=O)O,47.17729,-16.159027
UNPD_subset_A_11823,UNPD-A,Cc1cc(C=CC(=O)O)ccc1O,56.804893,-23.268646
UNPD_subset_A_11824,UNPD-A,COC(=O)C1CCN2CCC[C@H]12,-36.260574,20.315031
UNPD_subset_A_11825,UNPD-A,CC1=C2C[C@@]3(C)C(=C[C@@]2([C@@]24C=C5CCC[C@H](C)[C@@]5(C)C=C2C(C)C(=O)O4)OC1=O)CCC[C@@H]3C,-23.543577,17.511957
UNPD_subset_A_11826,UNPD-A,COc1c2c3c(c(OC)c1OC)-c1ccccc1C[C@H]3NC(=O)C2,-10.83795,58.078632
UNPD_subset_A_11827,UNPD-A,CC(=O)O[C@H]1C[C@H]2[C@@](C)(CC[C@H]3C(C)(C)CCC[C@]23C)[C@H]2C[C@H](O)c3ccoc3[C@@]12C,-52.81136,-10.51833
UNPD_subset_A_11828,UNPD-A,C=C1[C@H]2CC[C@@H]3[C@@](C2)(C(=O)O[C@H]2O[C@@H](OC)[C@@H]4C(C)(C)CC[C@H](O)[C@]243)[C@@H]1O,-42.73399,21.109833
UNPD_subset_A_11829,UNPD-A,COc1cc(C2=NC(C)(C)N=C2C)ccc1O,7.1056824,18.178059
UNPD_subset_A_11830,UNPD-A,CC(=O)O[C@H]1C[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)C3C(=O)C(O)[C@]2(C)[C@H]1c1ccc(=O)oc1,-33.752243,52.89906
UNPD_subset_A_11831,UNPD-A,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@H](O)[C@@H](O)[C@@H]2O)cc1O,62.656357,23.289152
UNPD_subset_A_11832,UNPD-A,COC(=O)C1=CCC[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@@H]3C[C@H]12,23.169636,13.465982
UNPD_subset_A_11833,UNPD-A,CC1(C)N[C@H]2[C@H]3C[C@@H]1CC[C@@]3(C)[C@]1(C=Nc3ccccc31)[C@H]2O,12.196168,16.789528
UNPD_subset_A_11834,UNPD-A,COC1=C(C)C(=O)C(C)(C)C(=O)/C1=C1\C=Cc2ccccc2O1,1.5850796,35.258453
UNPD_subset_A_11835,UNPD-A,C=CC(C)(C)C1=Cc2c(c(C(C)(C)C=C)c3oc(=O)ccc3c2O)OC1(C)C,67.95692,1.7112143
UNPD_subset_A_11836,UNPD-A,C=C[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,-64.91903,-35.713135
UNPD_subset_A_11837,UNPD-A,O=C1OC[C@@H]2O[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H]2OC(=O)c2cc(O)c(O)c3c2C2=C1CC(=O)[C@](O)(O3)C2(O)O,9.77438,77.63527
UNPD_subset_A_11838,UNPD-A,Oc1cc2c(o1)C[C@H](O)CC2,-20.533646,25.135107
UNPD_subset_A_11839,UNPD-A,C[C@H]1CCC(C=O)=CC1(C)C,-30.599434,37.188393
UNPD_subset_A_11840,UNPD-A,CC1=C2C[C@]3(C1)C(C(=O)O)[C@H]1[C@@]4(CC[C@H](O)[C@@]1(C)C(=O)O4)[C@@H]3CC2=O,-56.707382,12.721493
UNPD_subset_A_11841,UNPD-A,COc1cccc2cc(C)cc(OC)c12,12.044432,31.741972
UNPD_subset_A_11842,UNPD-A,C[C@H]1C/C=C/CCCCCCC(=O)O1,-20.369822,9.564814
UNPD_subset_A_11843,UNPD-A,COc1cc2ccncc2cc1OC,10.222913,16.754074
UNPD_subset_A_11844,UNPD-A,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]34CO[C@@](C)([C@H](OC(=O)c5ccccc5)[C@@]2(OC(C)=O)C[C@@H]1C)[C@@H]3[C@@H](C(C)(C)OC(C)=O)C=C[C@H]4OC(C)=O,28.300316,-10.230098
UNPD_subset_A_11845,UNPD-A,COc1cc(C)cc2c1C(=O)C=CC2=O,-2.258679,42.3965
UNPD_subset_A_11846,UNPD-A,CC=C(C)C(=O)O[C@@H]1C[C@@]2(C)OC(=C(C)C=C3OC(=O)[C@@]4(CO4)[C@@H]31)CC2=O,-47.853397,49.47604
UNPD_subset_A_11847,UNPD-A,Oc1ccc([C@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)cc4[C@H]2O)O[C@H]3c2ccc(O)cc2)cc1,41.489132,62.008324
UNPD_subset_A_11848,UNPD-A,O=C(O)c1csc(-c2nc3ccc(O)cc3s2)n1,12.222847,11.605011
UNPD_subset_A_11849,UNPD-A,COc1ccc2c(c1)O[C@H]1c3cc(OC)c(OC)cc3CO[C@H]1[C@@H]2OC,21.25103,26.71233
UNPD_subset_A_11850,UNPD-A,C=C(C)c1cc2c3c(ccc2o1)[C@@H]1COc2cc(O)ccc2[C@@H]1O3,32.627247,38.913883
UNPD_subset_A_11851,UNPD-A,C[C@H]1O[C@@H]2C[C@]3(C=CC(=O)O3)O[C@@H]2[C@H]1O,-33.832684,-6.034817
UNPD_subset_A_11852,UNPD-A,C=C1C(=O)O[C@@H]2[C@@H]1[C@@H](OC(=O)[C@@]1(C)O[C@H]1C)C[C@](C)(O)[C@H]1CC=C(C)[C@@H]21,-8.537285,7.639419
UNPD_subset_A_11853,UNPD-A,COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(O)cc(C)cc2O1,5.7905374,25.202751
UNPD_subset_A_11854,UNPD-A,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]4c1c(O)cc(O)c2c1O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C4,35.45322,70.612114
UNPD_subset_A_11855,UNPD-A,Cc1cc(O)c2c(c1O)C(=O)C1C(CC[C@@]1(C)O)C2(C)C,15.327967,27.221485
UNPD_subset_A_11856,UNPD-A,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3O)CCN1C2,-0.16483727,61.84185
UNPD_subset_A_11857,UNPD-A,COc1cc(O)c(C(=O)O)c(OC)c1,33.691944,19.710081
UNPD_subset_A_11858,UNPD-A,COc1c(O)cc2ccc(=O)oc2c1OC,65.61748,-7.164316
UNPD_subset_A_11859,UNPD-A,COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)CC(OC)C(=O)[C@]1(O)C3=O,14.080099,15.569364
UNPD_subset_A_11860,UNPD-A,COc1cc2c(cc1O)CN1C[C@H](O)[C@@]23C=C[C@@H](OC)C[C@H]13,-20.62214,0.53491807
UNPD_subset_A_11861,UNPD-A,CC=C(C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@H]3[C@H]4O[C@]5(C)[C@H]6C[C@H](O[C@@H]7OC=C[C@@]76OC(C)=O)[C@]5(O)[C@@]4(C)[C@@H]4[C@@](OC)(C(=O)OC)OC[C@@]14[C@@H]32,-26.199099,9.859354
UNPD_subset_A_11862,UNPD-A,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@H](OC(=O)C=Cc6ccc(O)cc6)CC[C@]5(C)C4=CC[C@@]3(C)[C@@H]2C1,26.335857,-17.98502
UNPD_subset_A_11863,UNPD-A,C=C1C[C@@H](OC(C)=O)[C@@H](OC(=O)c2cccnc2)C(C)(C)C=CC(C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(O)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O,29.776192,-12.157426
UNPD_subset_A_11864,UNPD-A,COc1ccc(/C=C/C=O)c2c1OCO2,34.863297,-14.676933
